Unnamed: 0,Crop,N,P,K,pH,rainfall,temperature
42575,sunflower,50,60,30,5.58,199.2125,21.3
78646,turmeric,25,60,100,5.06,2169.32,23.73636364
8959,moong,20,40,20,5.62,510.05,33.37333333
48602,turmeric,25,60,100,4.92,1501.98,25.81818182
51089,ragi,50,40,20,5.4,1246.715,22.6
14644,banana,100,75,50,6.6,1350.025,26.01818182
37286,moong,20,40,20,5.46,510.05,33.37333333
61337,barley,70,40,45,5.38,140.52,12.5
10012,maize,80,40,20,5.68,579.75,34.01
82358,rice,80,40,40,5.64,423.745,22.07
27063,horsegram,20,60,20,5.86,199.2125,21.3
29799,coriander,10,20,20,6.68,556.2,28.54545455
71803,ragi,50,40,20,5.5,840.46,33.58333333
9555,rice,80,40,40,5.4,297.66,29.56666667
59863,potato,180,60,90,4.9,1111.68,28.64818182
43046,mango,20,20,30,5.18,1603.2375,22.89090909
6650,maize,80,40,20,5.44,199.2125,21.3
39039,barley,70,40,45,5.56,75.32,22.676
44892,tomato,100,40,90,6.02,714.68,26.45454545
74951,rice,80,40,40,5.64,702.459,27.23333333
69411,cotton,120,40,20,5.52,579.75,34.01
56214,rice,80,40,40,5.54,288.3,25.46
67303,jowar,80,40,40,5.68,607.48,26.36666667
31436,horsegram,20,60,20,5.94,654.34,29.26666667
98924,moong,20,40,20,5.66,579.75,34.01
69827,wheat,60,30,30,6.5,75.32,22.676
75576,jowar,80,40,40,5.34,162.72,29.4
2544,wheat,60,30,30,6.9,167.38,23.56
47869,rapeseed,50,40,20,5.16,75.32,22.676
85671,horsegram,20,60,20,6.1,288.3,25.46
65330,onion,120,60,65,5.86,122.42,18.58
35259,brinjal,80,15,40,6.48,1111.68,28.64818182
79014,moong,20,40,20,5.52,840.46,33.58333333
96264,garlic,50,10,60,5.46,1111.68,28.64818182
59968,rice,80,40,40,5.54,607.48,26.36666667
97802,coriander,10,20,20,6.66,556.2,28.54545455
72559,barley,70,40,45,5.4,240.1,10.38
56322,maize,80,40,20,5.56,288.3,25.46
66885,coriander,10,20,20,6.36,1111.68,28.64818182
82537,wheat,60,30,30,6.6,70.598,18.92
46886,moong,20,40,20,5.4,297.66,29.56666667
1966,maize,80,40,20,5.32,1011.49,30.43
76964,potato,180,60,90,4.92,75.32,22.676
77524,maize,80,40,20,5.32,34.81,34.66666667
54572,banana,100,75,50,6.38,942.8,28.99454545
27067,wheat,60,30,30,6.12,199.2125,21.3
45509,onion,120,60,65,6.06,1426.3,26.73636364
58229,onion,120,60,65,5.88,240.1,10.38
9239,garlic,50,10,60,5.34,556.2,28.54545455
64987,wheat,60,30,30,6.3,15.34,27.276
45442,horsegram,20,60,20,6.12,1145.22,28.5
71173,potato,180,60,90,4.94,2169.32,23.73636364
43708,potato,180,60,90,4.9,1111.68,28.64818182
53496,jute,80,40,40,5.54,1145.22,28.5
72140,potato,180,60,90,5.12,1151.02,28.03333333
1574,horsegram,20,60,20,6.02,199.2125,21.3
73395,horsegram,20,60,20,6.18,1246.715,22.6
78582,blackgram,40,60,20,4.96,127.68,20.8
69080,sunflower,50,60,30,5.44,942.8,28.99454545
55488,jowar,80,40,40,5.62,579.75,34.01
585,rapeseed,50,40,20,4.84,127.68,20.8
27173,rice,80,40,40,5.36,157.31,25.83333333
6211,banana,100,75,50,6.52,810.26,29.95636364
44803,ragi,50,40,20,5.36,607.48,26.36666667
43599,brinjal,80,15,40,6.44,1111.68,28.64818182
33918,wheat,60,30,30,6.3,122.42,18.58
41880,moong,20,40,20,5.6,790.98,30.61666667
43157,cardamom,75,75,150,4.84,1603.2375,22.89090909
51262,jowar,80,40,40,5.64,1246.715,22.6
97792,cotton,120,40,20,5.36,510.05,33.37333333
57810,garlic,50,10,60,5.5,810.26,29.95636364
46093,potato,180,60,90,4.82,556.2,28.54545455
22506,moong,20,40,20,5.42,510.05,33.37333333
85551,moong,20,40,20,5.32,182.5,29.2
34273,banana,100,75,50,6.34,1603.2375,22.89090909
99203,moong,20,40,20,5.32,34.81,34.66666667
1956,wheat,60,30,30,6.11,73.47,23.562
78406,jowar,80,40,40,5.36,654.34,29.26666667
29962,jowar,80,40,40,5.46,297.66,29.56666667
17037,onion,120,60,65,5.84,689.88,29.03727273
53582,maize,80,40,20,5.36,1145.22,28.5
99778,rice,80,40,40,5.66,152.54,22.28
38857,rapeseed,50,40,20,5.06,75.32,22.676
29131,moong,20,40,20,5.58,1145.22,28.5
60688,horsegram,20,60,20,6.04,113.7,30.26666667
85510,barley,70,40,45,5.34,152.54,22.28
32936,wheat,60,30,30,6.9,87.2,23.106
18360,onion,120,60,65,6.04,2169.32,23.73636364
17617,jute,80,40,40,5.4,1166.94,28.33333333
94881,potato,180,60,90,5.04,240.1,10.38
65588,garlic,50,10,60,5.66,1603.2375,22.89090909
19591,maize,80,40,20,5.44,331.88,35.34666667
8092,rice,80,40,40,5.4,40.023,23.14
47148,turmeric,25,60,100,5.18,942.8,28.99454545
75375,rapeseed,50,40,20,4.9,167.38,23.56
17953,ragi,50,40,20,5.54,654.34,29.26666667
98790,sweetpotato,90,20,120,4.98,579.75,34.01
27876,ragi,50,40,20,5.66,1011.49,30.43
53641,rice,80,40,40,5.46,411.52,34.73
52090,jowar,80,40,40,5.64,1011.49,30.43
51713,coriander,10,20,20,6.66,1111.68,28.64818182
67436,cotton,120,40,20,5.6,56.236,15.852
36439,rice,80,40,40,5.68,235.4251,26.64666667
31553,wheat,60,30,30,6.6,288.3,25.46
71654,rice,80,40,40,5.4,87.2,23.106
35211,maize,80,40,20,5.44,1011.49,30.43
19356,maize,80,40,20,5.54,1151.02,28.03333333
48433,rapeseed,50,40,20,5.12,152.54,22.28
44307,barley,70,40,45,5.56,73.47,23.562
42052,rice,80,40,40,5.34,331.88,35.34666667
21243,rice,80,40,40,5.36,1011.49,30.43
6399,rapeseed,50,40,20,5.08,41.3,21.704
40872,potato,180,60,90,4.88,1026.64,29.18636364
58794,blackpepper,100,60,50,5.18,1603.2375,22.89090909
44704,mango,20,20,30,5.08,714.68,26.45454545
47444,onion,120,60,65,6.02,75.32,22.676
12723,barley,70,40,45,5.36,240.1,10.38
690,rapeseed,50,40,20,5.06,87.2,23.106
33209,garlic,50,10,60,5.32,1299.26,26.51818182
26243,sunflower,50,60,30,5.58,1151.02,28.03333333
55767,soyabean,20,60,20,5.46,1110.78,25.66666667
28829,wheat,60,30,30,6.9,70.598,18.92
13773,onion,120,60,65,6.0,1111.68,28.64818182
89735,horsegram,20,60,20,5.98,167.38,23.56
36647,wheat,60,30,30,6.6,167.38,23.56
41436,maize,80,40,20,5.5,98.98,34.92333333
91896,sweetpotato,90,20,120,4.96,579.75,34.01
54403,horsegram,20,60,20,5.96,297.66,29.56666667
73913,maize,80,40,20,5.6,1011.49,30.43
92271,maize,80,40,20,5.58,579.75,34.01
75832,rice,80,40,40,5.54,510.05,33.37333333
40714,orange,20,10,10,4.04,2169.32,23.73636364
7842,maize,80,40,20,5.62,607.48,26.36666667
56693,moong,20,40,20,5.52,127.68,20.8
78761,onion,120,60,65,5.98,2169.32,23.73636364
87120,onion,120,60,65,6.06,1299.26,26.51818182
23189,cotton,120,40,20,5.62,297.66,29.56666667
82902,rice,80,40,40,5.38,1145.22,28.5
25857,banana,100,75,50,6.34,1026.64,29.18636364
63198,rice,80,40,40,5.58,152.54,22.28
33674,moong,20,40,20,5.38,664.94,22.03333333
64495,rapeseed,50,40,20,5.1,94.02,22.38
95035,rice,80,40,40,5.4,157.31,25.83333333
33806,wheat,60,30,30,6.3,293.36,14.7
28438,maize,80,40,20,5.62,70.11,25.6
58405,rice,80,40,40,5.36,122.42,18.58
25913,banana,100,75,50,6.48,1026.64,29.18636364
23690,rice,80,40,40,5.5,34.81,34.66666667
84911,barley,70,40,45,5.56,75.32,22.676
68182,cotton,120,40,20,5.68,510.05,33.37333333
29054,turmeric,25,60,100,4.84,1426.3,26.73636364
63377,maize,80,40,20,5.38,288.3,25.46
98664,onion,120,60,65,6.02,75.32,22.676
50792,wheat,60,30,30,6.11,122.42,18.58
55940,rice,80,40,40,5.62,1166.94,28.33333333
49161,sweetpotato,90,20,120,5.02,2169.32,23.73636364
69703,rapeseed,50,40,20,5.06,75.32,22.676
50036,rapeseed,50,40,20,4.96,94.02,22.38
87306,moong,20,40,20,5.64,790.98,30.61666667
52343,jowar,80,40,40,5.46,1011.49,30.43
52561,wheat,60,30,30,6.11,70.11,25.6
13943,rapeseed,50,40,20,5.06,73.47,23.562
30854,maize,80,40,20,5.48,75.32,22.676
23646,potato,180,60,90,5.06,689.88,29.03727273
96776,jowar,80,40,40,5.44,607.48,26.36666667
12772,horsegram,20,60,20,6.1,664.94,22.03333333
12717,barley,70,40,45,5.38,240.1,10.38
44931,bittergourd,60,10,20,6.44,1350.025,26.01818182
32347,maize,80,40,20,5.48,840.46,33.58333333
58539,jowar,80,40,40,5.38,1246.715,22.6
92289,moong,20,40,20,5.6,579.75,34.01
75568,cotton,120,40,20,5.6,3.274569,29.0
90759,turmeric,25,60,100,4.96,884.5,27.65454545
2129,barley,70,40,45,5.42,73.47,23.562
19805,soyabean,20,60,20,5.34,664.94,22.03333333
44443,maize,80,40,20,5.48,1011.49,30.43
17093,maize,80,40,20,5.4,579.75,34.01
98090,wheat,60,30,30,6.11,140.52,12.5
67825,moong,20,40,20,5.4,1145.22,28.5
93047,cotton,120,40,20,5.6,654.34,29.26666667
7340,sweetpotato,90,20,120,4.88,2817.86,27.90909091
20777,cotton,120,40,20,5.38,1011.49,30.43
62373,wheat,60,30,30,6.6,75.32,22.676
61685,blackpepper,100,60,50,5.14,884.5,27.65454545
74633,sunflower,50,60,30,5.54,607.48,26.36666667
98114,rice,80,40,40,5.6,297.66,29.56666667
63433,cotton,120,40,20,5.68,654.34,29.26666667
91893,moong,20,40,20,5.38,579.75,34.01
51206,maize,80,40,20,5.5,1246.715,22.6
13093,turmeric,25,60,100,5.12,1603.2375,22.89090909
26915,horsegram,20,60,20,5.88,516.68,27.86666667
40901,moong,20,40,20,5.5,98.98,34.92333333
76143,turmeric,25,60,100,4.98,884.5,27.65454545
63268,ragi,50,40,20,5.62,288.3,25.46
64899,jowar,80,40,40,5.44,790.98,30.61666667
86870,maize,80,40,20,5.42,840.46,33.58333333
50864,wheat,60,30,30,6.5,122.42,18.58
83317,wheat,60,30,30,6.1,19.38,22.766
70249,soyabean,20,60,20,5.56,1110.78,25.66666667
26683,barley,70,40,45,5.52,41.3,21.704
97790,sweetpotato,90,20,120,4.9,556.2,28.54545455
8580,potato,180,60,90,5.16,167.38,23.56
14463,soyabean,20,60,20,5.5,607.48,26.36666667
8296,horsegram,20,60,20,5.88,167.38,23.56
24965,jowar,80,40,40,5.46,654.34,29.26666667
1747,horsegram,20,60,20,6.08,199.2125,21.3
3904,rapeseed,50,40,20,5.08,75.32,22.676
81799,rapeseed,50,40,20,4.94,73.47,23.562
82497,rice,80,40,40,5.44,207.55,26.43333333
226,sunflower,50,60,30,5.46,1712.66,11.2
6153,rice,80,40,40,5.44,790.98,30.61666667
19972,rice,80,40,40,5.68,1246.715,22.6
84145,rice,80,40,40,5.32,1220.22,27.26666667
91462,rice,80,40,40,5.68,34.81,34.66666667
866,onion,120,60,65,5.88,1026.64,29.18636364
14238,garlic,50,10,60,5.42,1111.68,28.64818182
15469,rice,80,40,40,5.48,113.7,30.26666667
33350,onion,120,60,65,5.96,810.26,29.95636364
70106,sunflower,50,60,30,5.62,34.81,34.66666667
22088,sweetpotato,90,20,120,5.1,1426.3,26.73636364
93075,maize,80,40,20,5.5,1712.66,11.2
98550,sweetpotato,90,20,120,5.12,579.75,34.01
24499,horsegram,20,60,20,6.12,152.54,22.28
55307,onion,120,60,65,5.84,689.88,29.03727273
60793,moong,20,40,20,5.38,113.7,30.26666667
87,rice,80,40,40,5.4,288.3,25.46
94484,rapeseed,50,40,20,5.02,15.34,27.276
70050,maize,80,40,20,5.34,579.75,34.01
93437,blackpepper,100,60,50,5.12,2169.32,23.73636364
31737,ragi,50,40,20,5.38,288.3,25.46
1318,potato,180,60,90,5.18,810.26,29.95636364
59525,wheat,60,30,30,6.9,73.47,23.562
62357,maize,80,40,20,5.34,579.75,34.01
95125,wheat,60,30,30,6.6,199.2125,21.3
88980,jowar,80,40,40,5.42,73.47,23.562
51643,rice,80,40,40,5.52,1997.12,27.0
62929,soyabean,20,60,20,5.36,1110.78,25.66666667
7144,sunflower,50,60,30,5.32,1246.715,22.6
55649,ragi,50,40,20,5.44,1110.78,25.66666667
4193,potato,180,60,90,4.98,689.88,29.03727273
74673,sunflower,50,60,30,5.62,37.09,27.96666667
59714,moong,20,40,20,5.36,1011.49,30.43
39158,barley,70,40,45,5.36,75.32,22.676
3716,jowar,80,40,40,5.46,579.75,34.01
78319,ragi,50,40,20,5.64,654.34,29.26666667
68381,garlic,50,10,60,5.4,556.2,28.54545455
28759,maize,80,40,20,5.4,207.55,26.43333333
7633,rice,80,40,40,5.62,1011.49,30.43
6062,ragi,50,40,20,5.46,840.46,33.58333333
45825,cotton,120,40,20,5.68,411.52,34.73
96448,jowar,80,40,40,5.46,1011.49,30.43
54724,coriander,10,20,20,6.54,942.8,28.99454545
65437,rice,80,40,40,5.54,976.06,25.66666667
40864,maize,80,40,20,5.32,87.2,23.106
41254,barley,70,40,45,5.64,87.2,23.106
99428,garlic,50,10,60,5.42,1411.78,19.94545455
20225,sunflower,50,60,30,5.58,199.2125,21.3
12691,rice,80,40,40,5.36,664.94,22.03333333
59914,maize,80,40,20,5.36,1011.49,30.43
14411,maize,80,40,20,5.36,607.48,26.36666667
21599,wheat,60,30,30,6.5,70.11,25.6
20016,sunflower,50,60,30,5.4,157.31,25.83333333
53336,wheat,60,30,30,6.8,113.7,30.26666667
60541,rice,80,40,40,5.42,1145.22,28.5
76692,barley,70,40,45,5.5,75.32,22.676
93760,maize,80,40,20,5.36,840.46,33.58333333
52673,banana,100,75,50,6.4,1350.025,26.01818182
5222,cotton,120,40,20,5.64,1543.76,27.33333333
32157,rice,80,40,40,5.44,497.88,25.03333333
72041,maize,80,40,20,5.34,1151.02,28.03333333
43062,moong,20,40,20,5.32,199.2125,21.3
75112,rapeseed,50,40,20,4.88,70.598,18.92
22724,moong,20,40,20,5.42,510.05,33.37333333
16861,ragi,50,40,20,5.42,75.32,22.676
98372,cotton,120,40,20,5.68,770.44,28.68
52859,cotton,120,40,20,5.32,235.4251,26.64666667
71288,barley,70,40,45,5.36,87.2,23.106
88820,rice,80,40,40,5.56,1111.68,28.64818182
27853,coriander,10,20,20,6.6,1111.68,28.64818182
60072,moong,20,40,20,5.36,607.48,26.36666667
48184,wheat,60,30,30,6.7,75.32,22.676
43132,tomato,100,40,90,5.96,1603.2375,22.89090909
56083,sunflower,50,60,30,5.4,1037.32,28.08181818
25771,rice,80,40,40,5.5,840.46,33.58333333
16895,sunflower,50,60,30,5.44,579.75,34.01
91841,soyabean,20,60,20,5.64,579.75,34.01
56900,rice,80,40,40,5.64,87.2,23.106
82907,horsegram,20,60,20,6.0,167.38,23.56
42224,rice,80,40,40,5.54,331.88,35.34666667
95995,cotton,120,40,20,5.56,1011.49,30.43
21201,coriander,10,20,20,6.36,1111.68,28.64818182
578,sweetpotato,90,20,120,5.1,2169.32,23.73636364
58331,rice,80,40,40,5.64,516.68,27.86666667
64622,potato,180,60,90,5.06,94.02,22.38
18811,maize,80,40,20,5.48,840.46,33.58333333
92864,maize,80,40,20,5.36,654.34,29.26666667
9451,sweetpotato,90,20,120,5.1,884.5,27.65454545
99396,sweetpotato,90,20,120,5.18,579.75,34.01
67508,sunflower,50,60,30,5.6,207.55,26.43333333
12931,coriander,10,20,20,6.6,1603.2375,22.89090909
87645,banana,100,75,50,6.64,1603.2375,22.89090909
80914,onion,120,60,65,6.1,1246.715,22.6
76891,barley,70,40,45,5.64,75.32,22.676
66759,sweetpotato,90,20,120,4.88,1111.68,28.64818182
80133,moong,20,40,20,5.44,331.88,35.34666667
1402,rice,80,40,40,5.54,810.26,29.95636364
64871,potato,180,60,90,5.08,810.26,29.95636364
34109,garlic,50,10,60,5.48,1603.2375,22.89090909
46409,onion,120,60,65,6.16,884.5,27.65454545
95535,sunflower,50,60,30,5.66,1246.715,22.6
63799,sweetpotato,90,20,120,4.96,2169.32,23.73636364
74058,rapeseed,50,40,20,5.16,73.47,23.562
29238,onion,120,60,65,6.04,1426.3,26.73636364
93696,rice,80,40,40,5.58,840.46,33.58333333
7335,rice,80,40,40,5.44,330.0,29.33333333
28665,sweetpotato,90,20,120,5.18,1050.245,18.77818182
39124,maize,80,40,20,5.5,579.75,34.01
89604,ragi,50,40,20,5.66,207.55,26.43333333
33561,potato,180,60,90,5.08,421.14,28.50727273
62602,maize,80,40,20,5.66,579.75,34.01
11680,maize,80,40,20,5.36,87.2,23.106
65636,jowar,80,40,40,5.56,1246.715,22.6
48125,wheat,60,30,30,6.8,75.32,22.676
40060,jowar,80,40,40,5.48,288.3,25.46
4878,moong,20,40,20,5.56,654.34,29.26666667
1045,maize,80,40,20,5.38,87.2,23.106
33616,rapeseed,50,40,20,4.94,41.3,21.704
58320,potato,180,60,90,4.98,516.68,27.86666667
17775,onion,120,60,65,5.9,288.3,25.46
89207,moong,20,40,20,5.46,607.48,26.36666667
36920,coriander,10,20,20,6.62,1426.3,26.73636364
52363,soyabean,20,60,20,5.44,70.11,25.6
95660,banana,100,75,50,6.58,1603.2375,22.89090909
81035,moong,20,40,20,5.6,1246.715,22.6
18353,maize,80,40,20,5.56,1543.76,27.33333333
75142,soyabean,20,60,20,5.6,207.55,26.43333333
856,barley,70,40,45,5.58,87.2,23.106
85004,sweetpotato,90,20,120,5.06,579.75,34.01
32253,sweetpotato,90,20,120,4.86,2169.32,23.73636364
35420,papaya,50,50,50,6.16,1111.68,28.64818182
57643,soyabean,20,60,20,5.6,1151.02,28.03333333
20670,rice,80,40,40,5.4,490.74,27.6
7333,rice,80,40,40,5.36,1997.12,27.0
5799,wheat,60,30,30,6.12,87.2,23.106
38453,moong,20,40,20,5.36,770.44,28.68
13953,maize,80,40,20,5.44,1011.49,30.43
74515,potato,180,60,90,4.9,1111.68,28.64818182
30147,rice,80,40,40,5.46,770.44,28.68
32178,banana,100,75,50,6.36,2169.32,23.73636364
54866,rapeseed,50,40,20,5.14,75.32,22.676
94963,rapeseed,50,40,20,5.06,122.42,18.58
87370,wheat,60,30,30,6.6,41.3,21.704
7126,rice,80,40,40,5.56,199.2125,21.3
57665,rapeseed,50,40,20,5.1,94.02,22.38
40454,moong,20,40,20,5.48,127.68,20.8
4272,rice,80,40,40,5.44,579.75,34.01
99158,moong,20,40,20,5.68,34.81,34.66666667
83377,moong,20,40,20,5.6,510.05,33.37333333
821,maize,80,40,20,5.34,98.98,34.92333333
96311,wheat,60,30,30,6.11,73.47,23.562
77114,onion,120,60,65,6.02,34.81,34.66666667
69777,potato,180,60,90,5.12,75.32,22.676
12885,ragi,50,40,20,5.36,1246.715,22.6
65237,potato,180,60,90,5.0,1098.26,15.5
78939,sweetpotato,90,20,120,5.18,2169.32,23.73636364
77759,horsegram,20,60,20,5.98,1110.78,25.66666667
5309,turmeric,25,60,100,5.12,2169.32,23.73636364
77587,rapeseed,50,40,20,4.96,75.32,22.676
98988,maize,80,40,20,5.68,579.75,34.01
35471,rapeseed,50,40,20,4.96,73.47,23.562
15217,rice,80,40,40,5.64,167.38,23.56
71100,moong,20,40,20,5.42,127.68,20.8
22128,horsegram,20,60,20,6.16,1145.22,28.5
58662,sunflower,50,60,30,5.5,157.31,25.83333333
60296,soyabean,20,60,20,5.46,235.4251,26.64666667
18685,rice,80,40,40,5.34,840.46,33.58333333
56236,rice,80,40,40,5.42,288.3,25.46
51378,maize,80,40,20,5.38,1246.715,22.6
84311,wheat,60,30,30,6.12,75.32,22.676
89751,rapeseed,50,40,20,5.14,167.38,23.56
34150,ragi,50,40,20,5.62,1246.715,22.6
41350,sunflower,50,60,30,5.64,840.46,33.58333333
59680,soyabean,20,60,20,5.38,1011.49,30.43
70286,horsegram,20,60,20,5.88,1110.78,25.66666667
67550,potato,180,60,90,5.1,207.55,26.43333333
6925,soyabean,20,60,20,5.38,1246.715,22.6
23910,rapeseed,50,40,20,4.94,75.32,22.676
90378,potato,180,60,90,4.92,556.2,28.54545455
55758,moong,20,40,20,5.6,131.18,23.13333333
32941,coriander,10,20,20,6.58,1026.64,29.18636364
19160,turmeric,25,60,100,5.06,1299.26,26.51818182
32090,sweetpotato,90,20,120,5.14,2169.32,23.73636364
58709,jowar,80,40,40,5.42,199.2125,21.3
76628,rice,80,40,40,5.32,770.44,28.68
93728,rapeseed,50,40,20,4.94,87.2,23.106
7748,cotton,120,40,20,5.68,607.48,26.36666667
71789,ragi,50,40,20,5.68,840.46,33.58333333
84888,sweetpotato,90,20,120,4.96,579.75,34.01
50205,coriander,10,20,20,6.32,1299.26,26.51818182
48361,rice,80,40,40,5.56,1110.78,25.66666667
40333,moong,20,40,20,5.62,654.34,29.26666667
98279,horsegram,20,60,20,5.9,297.66,29.56666667
65741,sunflower,50,60,30,5.44,199.2125,21.3
87533,onion,120,60,65,5.82,157.31,25.83333333
59915,moong,20,40,20,5.56,1011.49,30.43
42714,sunflower,50,60,30,5.42,199.2125,21.3
12469,wheat,60,30,30,6.3,15.34,27.276
17172,wheat,60,30,30,6.4,75.32,22.676
77307,rapeseed,50,40,20,4.96,75.32,22.676
35679,coriander,10,20,20,6.54,1111.68,28.64818182
77128,moong,20,40,20,5.58,34.81,34.66666667
31470,horsegram,20,60,20,5.96,654.34,29.26666667
84369,sweetpotato,90,20,120,5.16,579.75,34.01
41675,wheat,60,30,30,6.6,94.02,22.38
38819,potato,180,60,90,4.86,689.88,29.03727273
76798,sunflower,50,60,30,5.5,34.81,34.66666667
5711,jute,80,40,40,5.64,840.46,33.58333333
35616,coriander,10,20,20,6.32,1111.68,28.64818182
76305,moong,20,40,20,5.68,884.5,27.65454545
95569,rice,80,40,40,5.66,157.31,25.83333333
73364,banana,100,75,50,6.56,1603.2375,22.89090909
575,onion,120,60,65,5.9,2169.32,23.73636364
80345,soyabean,20,60,20,5.58,664.94,22.03333333
1572,ragi,50,40,20,5.6,1246.715,22.6
8020,rice,80,40,40,5.44,37.09,27.96666667
47737,onion,120,60,65,6.14,34.81,34.66666667
86149,sweetpotato,90,20,120,5.02,2169.32,23.73636364
43842,tomato,100,40,90,6.02,1111.68,28.64818182
73894,rice,80,40,40,5.6,330.0,29.33333333
27581,rice,80,40,40,5.66,1997.12,27.0
84235,garlic,50,10,60,5.42,75.32,22.676
34061,grapes,20,125,200,4.04,1603.2375,22.89090909
76080,rice,80,40,40,5.62,1875.6,20.1
20070,jowar,80,40,40,5.58,1246.715,22.6
46299,wheat,60,30,30,6.8,19.38,22.766
1230,rice,80,40,40,5.42,98.98,34.92333333
35113,ladyfinger,80,10,40,6.62,1111.68,28.64818182
10926,horsegram,20,60,20,5.84,152.54,22.28
52049,cotton,120,40,20,5.58,1011.49,30.43
15323,cotton,120,40,20,5.62,1145.22,28.5
14555,jowar,80,40,40,5.46,70.11,25.6
70431,wheat,60,30,30,6.5,152.54,22.28
44509,cotton,120,40,20,5.38,607.48,26.36666667
89273,sunflower,50,60,30,5.34,607.48,26.36666667
50992,moong,20,40,20,5.34,1246.715,22.6
57362,coriander,10,20,20,6.52,1026.64,29.18636364
64117,moong,20,40,20,5.52,98.98,34.92333333
12621,maize,80,40,20,5.38,331.88,35.34666667
17052,maize,80,40,20,5.58,579.75,34.01
23751,moong,20,40,20,5.52,579.75,34.01
27715,rice,80,40,40,5.5,1011.49,30.43
5040,rice,80,40,40,5.54,1712.66,11.2
68100,barley,70,40,45,5.62,19.38,22.766
23515,moong,20,40,20,5.4,75.32,22.676
21915,rice,80,40,40,5.5,167.38,23.56
73037,soyabean,20,60,20,5.68,1246.715,22.6
46087,barley,70,40,45,5.58,19.38,22.766
11863,maize,80,40,20,5.56,840.46,33.58333333
42116,rice,80,40,40,5.38,331.88,35.34666667
52450,jowar,80,40,40,5.4,607.48,26.36666667
22138,garlic,50,10,60,5.62,1426.3,26.73636364
99051,potato,180,60,90,5.04,75.32,22.676
10324,rapeseed,50,40,20,5.18,75.32,22.676
63586,rice,80,40,40,5.4,1712.66,11.2
8285,rice,80,40,40,5.54,167.38,23.56
47349,moong,20,40,20,5.46,579.75,34.01
45367,rapeseed,50,40,20,4.94,167.38,23.56
83539,banana,100,75,50,6.36,884.5,27.65454545
44618,wheat,60,30,30,6.3,70.11,25.6
99626,moong,20,40,20,5.68,182.5,29.2
25620,rice,80,40,40,5.48,840.46,33.58333333
278,onion,120,60,65,5.84,2169.32,23.73636364
19767,barley,70,40,45,5.38,41.3,21.704
93766,maize,80,40,20,5.66,87.2,23.106
61395,sweetpotato,90,20,120,5.12,884.5,27.65454545
64424,maize,80,40,20,5.34,98.98,34.92333333
6234,garlic,50,10,60,5.34,810.26,29.95636364
17906,onion,120,60,65,6.06,654.34,29.26666667
69897,rice,80,40,40,5.32,579.75,34.01
74880,wheat,60,30,30,7.0,70.11,25.6
47416,barley,70,40,45,5.32,75.32,22.676
83776,maize,80,40,20,5.5,884.5,27.65454545
45446,rice,80,40,40,5.4,1145.22,28.5
66587,turmeric,25,60,100,4.84,1111.68,28.64818182
76168,banana,100,75,50,6.64,884.5,27.65454545
4891,moong,20,40,20,5.52,654.34,29.26666667
58377,rice,80,40,40,5.46,976.06,25.66666667
32927,horsegram,20,60,20,6.02,840.46,33.58333333
29718,onion,120,60,65,5.84,556.2,28.54545455
